identifier,filename,subject_topical 1,subject_topical_authority 1,subject_topical_URI 1,subject_topical 2,subject_topical_authority 2,subject_topical_URI 2,subject_topical 3,subject_topical_authority 3,subject_topical_URI 3,subject_topical 4,subject_topical_authority 4,subject_topical_URI 4,subject_topical 5,subject_topical 6,subject_topical_URI 6,subject_topical_authority 6,subject_topical 7,subject_topical_authority 7,subject_topical_URI 7,subject_topical 8,subject_authority 8,subject_topical_URI 8,subject_local_label 1,subject_local_code 1,subject_local_label 2,subject_local_code 2,subject_local_label 3,subject_local_code 3,subject_local_label 4,subject_local_code 4,subject_local_label 5,subject_local_code 5,subject_geographic 1,subject_geographic_URI 1,subject_geographic_coordinates 1,subject_geographic 2,subject_geographic_URI 2,subject_geographic_coordinates 2,subject_geographic 3,subject_geographic_URI 3,subject_geographic_coordinates 3,subject_geographic 4,subject_geographic_URI 4,subject_geographic_coordinates 4,subject_name 1,subject_name_authority 1,subject_name_URI 1,subject_name 2,subject_authority 2,subject_name_URI 2,subject_name 3,subject_authority 3,subject_URI 3,subject_name 4,subject_name 5,subject_temporal,subject_temporal_local,shelf_locator,classification_number,collection,collection_identifier,holdingsExternal_city,holdingsExternal_county,holdingsExternal_state,physicalLocation@type=accessionNumber,repository,repository_URI,sublocation,record_creation_date,record_source,extent,internet_media_type,name_role 1 1,name_role_URI 1 1,name_role 1 2,name_role_URI 1 2,name_corporate 1,name_corporate_authority 1,name_corporate_URI 1,name_personal 1,name_authority 1,name_personal_URI 1,name_desc 1,name_role 2,name_role_URI 2,name_corporate 2,name_corporate_authority 2,name_corporate_URI 2,name_personal 2,name_personal_authority 2,name_personal_URI 2,name_description 2,name_role 3,name_role_URI 3,name_corporate 3,name_personal 3,name_personal_authority 3,name_personal_URI 3,name_desc 3,date_single,date_text,date_range_end,date_qualifier,public_note,place_of_origin 1,place_of_origin_URI 1,place_of_origin 2,place_of_origin_URI 2,date_publication,date_publication_qualifier,publisher,relatedItem@type=host_title,relatedItem@type=host_detail@type=issue,language,title_initial_article,title_work,item_type 1,item_type 2,form 1,form_URI 1,form 2,form_URI 2,genre,genre_URI,rights,abstract,digital_origin,language_of_ cataloging,project_url,project_title
0032_000050_000203_0001,0032_000050_000203_0001.jpeg,Women,lcsh,http://id.loc.gov/authorities/subjects/sh85147355,Women--Tennessee,lcsh,,,,,,,,,Women,http://id.worldcat.org/fast/1176568,fast,,,,,,,New South period and the industrialization of Tennessee,B.8,Women,D.25,Family Life and Gender Relations,D.7,,,,,,,,,,,,,,,,,Rippetoe family,,,,,,,,,,,,Era 7 - The Emergence of Modern America (1890-1930),,,James Agee Film Project Photographs,,Johnson City,Washington County,Tennessee,AppMs 471,Archives of Appalachia,http://id.loc.gov/authorities/names/n84083119,,2007-04-23,East Tennessee State University,456 digital images; 2.5 linear feet (6 boxes); 4 x 5 inches,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,Donor,http://id.loc.gov/vocabulary/relators/dnr,Rippetoe family,,,,,,,,,,,,,,1920,1920,,,,,,,,,,,,,zxx,,Unidentified woman,still image,,negatives (photographic),http://vocab.getty.edu/aat/300127173,,,,,Public domain.,Unidentified woman sitting in a chair looking out of a window.,reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0032_000050_000204_0001,0032_000050_000204_0001.jpeg,Baptism,lcsh,http://id.loc.gov/authorities/subjects/sh85011718,Baptism,lcsh,http://id.loc.gov/authorities/subjects/sh85025867,Religion,lcsh,http://id.loc.gov/authorities/subjects/sh85112549,,,,,,,,,,,,,,New South period and the industrialization of Tennessee,B.8,Religion,D.18,Nature and the Environment,D.16,,,,,Washington County (Tenn.),http://id.loc.gov/authorities/names/n85389258,"36.28333N, 82.48333W",Gray Station (Tenn.),,,,,,,,,Buffalo Ridge Baptist Church,,,,,,,,,,,,Era 7 - The Emergence of Modern America (1890-1930),,,James Agee Film Project Photographs,,Johnson City,Washington County,Tennessee,AppMs 471,Archives of Appalachia,http://id.loc.gov/authorities/names/n84083119,,2007-04-23,East Tennessee State University,456 digital images; 2.5 linear feet (6 boxes); 4 x 5 inches,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,Donor,http://id.loc.gov/vocabulary/relators/dnr,,,,"Bowman, Lester",,,,,,,,,,,1931,1931,,,,Gray (Tenn.),http://id.loc.gov/authorities/names/n88183012,,,,,,,,zxx,,Baptizing at Gray Station,still image,,negatives (photographic),http://vocab.getty.edu/aat/300127173,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","Congregation from Buffalo Ridge Baptist Church baptizing members at Gray Station, Tennessee.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0032_000050_000205_0001,0032_000050_000205_0001.jpeg,Prohibition--Tennessee,lcsh,,,,,,,,,,,,Law,http://id.worldcat.org/fast/993678,fast,"Distilling, Illicit",fast,http://id.worldcat.org/fast/895555,,,,"Boss Crump, prohibition, and machine politics in Tennessee",B.10,New South period and the industrialization of Tennessee,B.8,Law and Legal Documents,D.13,Government and Politics,D.10,Social Reform,D.20,Jonesborough (Tenn.),http://id.loc.gov/authorities/names/n79084674,"36.29417N, 82.47361W",Washington County (Tenn.),http://id.loc.gov/authorities/names/n85389258,"36.28333N, 82.48333W",,,,,,,,,,,,,,,,,,,Era 7 - The Emergence of Modern America (1890-1930),,,James Agee Film Project Photographs,,Johnson City,Washington County,Tennessee,AppMs 471,Archives of Appalachia,http://id.loc.gov/authorities/names/n84083119,,2007-04-23,East Tennessee State University,456 digital images; 2.5 linear feet (6 boxes),image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,Donor,http://id.loc.gov/vocabulary/relators/dnr,,,,"May, Coon, Mrs.",,,,,,,,,,,1920,1920,,,,Jonesborough (Tenn.),http://id.loc.gov/authorities/names/n79084674,,,,,,,,zxx,,Breaking up a still,still image,,negatives (photographic),http://vocab.getty.edu/aat/300127173,,,,,Public domain.,Group of men standing around a still that has been destroyed.,reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0032_000050_000206_0001,0032_000050_000206_0001.jpeg,Authors,lcsh,http://id.loc.gov/authorities/subjects/sh85009793,,,,,,,,,,,Literature,http://id.worldcat.org/fast/999953,fast,,,,,,,Arts and Literature,D.3,,,,,,,,,,,,,,,,,,,,,"Agee, James, 1909-1955",naf,http://id.loc.gov/authorities/names/n79039544,,,,,,,,,,Era 7 - The Emergence of Modern America (1890-1930),,,James Agee Film Project Photographs,,Johnson City,Washington County,Tennessee,AppMs 471,Archives of Appalachia,http://id.loc.gov/authorities/names/n84083119,,2007-04-23,East Tennessee State University,456 digital images; 2.5 linear feet (6 boxes); 4 x 5 inches,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1909,probably between 1909 and 1955,1955,inferred,"Creation date range inferred from life dates of James Agee, portrait subject.",,,,,,,,,,zxx,,James Agee,still image,,negatives (photographic),http://vocab.getty.edu/aat/300127173,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",Portrait of James Agee.,reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0032_000050_000207_0001,0032_000050_000207_0001.jpeg,Sunday school--Tennessee--Johnson City,lcsh,,Sunday school teachers,lcsh,http://id.loc.gov/authorities/subjects/sh85130523,Church schools--Tennessee--Johnson City,lcsh,,,,,,,,,,,,,,,New South period and the industrialization of Tennessee,B.8,Religion,D.18,Children and Childhood,D.4,Education,D.6,,,Johnson City (Tenn.),http://id.loc.gov/authorities/names/n79071806,"36.31333N, 82.35361W",Washington County (Tenn.),http://id.loc.gov/authorities/names/n85389258,"36.28333N, 82.48333W",,,,,,,"McNeil, Mrs.",,,First Christian Church,,,,,,,,,Era 7 - The Emergence of Modern America (1890-1930),,,James Agee Film Project Photographs,,Johnson City,Washington County,Tennessee,AppMs 471,Archives of Appalachia,http://id.loc.gov/authorities/names/n84083119,,2007-04-23,East Tennessee State University,456 digital images; 2.5 linear feet (6 boxes),image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,Donor,http://id.loc.gov/vocabulary/relators/dnr,,,,"Webb, Ibby",,,,,,,,,,,1930,1930,,,,Johnson City (Tenn.),http://id.loc.gov/authorities/names/n79071806,,,,,,,,zxx,,Mrs. McNeil's Sunday School Class,still image,,negatives (photographic),http://vocab.getty.edu/aat/300127173,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","Mrs. McNeil's First Christian Church Sunday School class posing for a portrait and holding a sign that says ""we feed babies.""",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0032_000050_000208_0001,0032_000050_000208_0001.jpeg,Agriculture,lcsh,http://id.loc.gov/authorities/subjects/sh85002415,Tobacco farms,lcsh,http://id.loc.gov/authorities/subjects/sh89000473,,,,,,,,Agriculture,http://id.worldcat.org/fast/801355,fast,Tobacco,fast,http://id.worldcat.org/fast/1432109,,,,New South period and the industrialization of Tennessee,B.8,Reconstruction and the freedmen: appearance of hitherto undocumented people in legal records; the fastening of sharecropping on the countryside,B.5,Farming and Agriculture,D.8,Nature and the Environment,D.16,,,Greene County (Tenn.),http://id.loc.gov/authorities/names/n82075634,"36.15000N, 82.85000W",,,,,,,,,,Bailey Family,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,James Agee Film Project Photographs,,Johnson City,Washington County,Tennessee,AppMs 471,Archives of Appalachia,http://id.loc.gov/authorities/names/n84083119,,2007-04-23,East Tennessee State University,456 digital images; 2.5 linear feet (6 boxes); 4 x 5 inches,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,Donor,http://id.loc.gov/vocabulary/relators/dnr,,,,"Bailey, Henry",,,,Donor,http://id.loc.gov/vocabulary/relators/dnr,,"Bailey, Lucy",,,,1931,1931,,,,Chuckey (Tenn.),http://id.loc.gov/authorities/names/n82075634,Greene County (Tenn.),,,,,,,zxx,,Bailey family,still image,,negatives (photographic),http://vocab.getty.edu/aat/300127173,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","Lucy, Linnie, Roxy, and Fred Bailey in tobacco field, Chuckey, Tennessee.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0032_000050_000209_0001,0032_000050_000209_0001.jpeg,"Portraits, American",,,,,,,,,,,,,Genealogy,http://id.worldcat.org/fast/939652,fast,,,,,,,Family Life and Gender Relations,D.7,Children and Childhood,D.4,Women,D.25,,,,,Tennessee,http://id.loc.gov/authorities/names/n79060965,"35.75028N, 86.25027W",,,,,,,,,,,,,,,,,,,,,,Era 6 - The Development of the Industrial United States (1870-1900),,,James Agee Film Project Photographs,,Johnson City,Washington County,Tennessee,AppMs 471,Archives of Appalachia,http://id.loc.gov/authorities/names/n84083119,,2007-04-23,East Tennessee State University,1 digital image; 1 glass negative; 4 by 5 inches,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1850,probably between 1850 and 1950,1950,inferred,,,,,,,,,,,zxx,,Unidentified family,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,"Portraits, American",,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",Unidentified family portrait. A woman is sitting on a bench with two girls. Two boys are sitting on the ground with a dog.,reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0032_000050_000210_0001,0032_000050_000210_0001.jpeg,Agriculture,lcsh,http://id.loc.gov/authorities/subjects/sh85002415,Farms--Tennessee,lcsh,http://id.loc.gov/authorities/subjects/sh2008008375,Farming--United States--1930-1960,lcsh,,,,,,Farms,http://id.worldcat.org/fast/921422,fast,,,,,,,New South period and the industrialization of Tennessee,B.8,Farming and Agriculture,D.8,,,,,,,Tennessee,http://id.loc.gov/authorities/names/n79060965,"35.75028N, 86.25027W",,,,,,,,,,Washington College (Tenn.),naf,http://id.loc.gov/authorities/names/no00069104,,,,,,,,,,Era 7 - The Emergence of Modern America (1890-1930),,,James Agee Film Project Photographs,,Johnson City,Washington County,Tennessee,AppMs 471,Archives of Appalachia,http://id.loc.gov/authorities/names/n84083119,,2007-04-23,East Tennessee State University,456 digital images; 2.5 linear feet (6 boxes); 4 x 5 inches,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,Donor,http://id.loc.gov/vocabulary/relators/dnr,"Washington College (Washington County, Tenn.)",naf,http://id.loc.gov/authorities/names/no95048039,,,,,,,,,,,,1930,1930,,,,Tennessee,http://id.loc.gov/authorities/names/n79060965,,,,,,,,zxx,,Cornfield,still image,,negatives (photographic),http://vocab.getty.edu/aat/300127173,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",Landscape of cornfield and farmers working in the field.,reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0032_000052_000200_0001,0032_000052_000200_0001.jpeg,Landscapes,,,,,,,,,,,,,,,,,,,,,,Nature and the Environment,D.16,,,,,,,,,Roan Mountain (N.C. and Tenn.),http://id.loc.gov/authorities/subjects/sh90004196,E,,,,,,,,,,"Goforth, James A.",,,,,,,,,,,,Era 7 - The Emergence of Modern America (1890-1930),"Box 1, APA 262",,James A. Goforth Collection,,Johnson City,Washington County,Tennessee,AppMs 80,Archives of Appalachia,http://id.loc.gov/authorities/names/n84083119,,2007-04-30,East Tennessee State University,1 digital image; 167 photographs,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,,,,"Goforth , James A.",,,,,,,,,,,,,,,,,,,,1909,1909,,,,Roan Mountain (N.C. and Tenn.),http://id.loc.gov/authorities/subjects/sh90004196,,,,,,,,zxx,,"Above the Clouds, Roan Mountain",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,Landscapes,,Public domain.,Landscape of Roan Mountain.,reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0032_000057_000200_0001,0032_000057_000200_0001.jpeg,Locomotives,lcsh,http://id.loc.gov/authorities/subjects/sh85077999,Photographs,,,,,,,,,,,,,,,,,,,Transportation and Internal Improvements,D.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Era 6 - The Development of the Industrial United States (1870-1900),,,Appalachian Photographic Archive,,Johnson City,Washington County,Tennessee,,Archives of Appalachia,http://id.loc.gov/authorities/names/n84083119,,2007-12-20,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1890,1890,,,,,,,,,,,,,eng,,Train derailment,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,Public domain.,"1 tif. A black and white photograph of a train with the second cargo cart leaning off the tracks during winter. A group of men are off the train, and the passenger car and the rear steam engine appear to still be on the tracks. The mountains of East Tennessee are seen in the background.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0038_000050_000200_0001,0038_000050_000200_0001.jpeg,Cotton picking,lcsh,http://id.loc.gov/authorities/subjects/sh85033339,Cotton--Tennessee,lcsh,,,,,,,,,,,,,,,,,,New South period and the industrialization of Tennessee,B.8,"Trade, Business and Industry",D.22,African-Americans,D.1,Farming and Agriculture,D.8,,,Bemis (Tenn.),,,Madison County (Tenn.),http://id.loc.gov/authorities/names/n82063402,"35.61666N, 88.85000W",,,,,,,Bemis Bro. Bag Company,naf,http://id.loc.gov/authorities/names/n80051064,,,,,,,,,,Era 7 - The Emergence of Modern America (1890-1930),129,,Bemis Collection,,Jackson,Madison County,Tennessee,,"Union University (Jackson, Tenn.)",http://id.loc.gov/authorities/names/n2010055834,,2007-03-27,Memphis Public Library and Information Center,1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,Associated name,http://id.loc.gov/vocabulary/relators/asn,Bemis Bro. Bag Company,naf,http://id.loc.gov/authorities/names/n80051064,,,,,,,,,,,,1900,1900,,,,Bemis (Tenn.),http://id.loc.gov/authorities/names/n82063401,Jackson (Tenn.),,,,,,,eng,,Family picking cotton,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,Public domain.,A black family picking cotton in a field south of the Bemis mill. The mill can be seen in the distance.,reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0038_000050_000201_0001,0038_000050_000201_0001.jpeg,Cotton--Tennessee,lcsh,,,,,,,,,,,,,,,,,,,,,New South period and the industrialization of Tennessee,B.8,"Trade, Business and Industry",D.22,Architecture,D.2,,,,,Bemis (Tenn.),,,Madison County (Tenn.),http://id.loc.gov/authorities/names/n82063402,"35.61666N, 88.85000W",,,,,,,Bemis Bro. Bag Company,naf,http://id.loc.gov/authorities/names/n80051064,,,,,,,,,,Era 7 - The Emergence of Modern America (1890-1930),506,,Bemis Collection,,Jackson,Madison County,Tennessee,,"Union University (Jackson, Tenn.)",http://id.loc.gov/authorities/names/n2010055834,,2007-03-27,Memphis Public Library and Information Center,1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,Associated name,http://id.loc.gov/vocabulary/relators/asn,Bemis Bro. Bag Company,naf,http://id.loc.gov/authorities/names/n80051064,,,,,,,,,,,,1900,1900,,,,Bemis (Tenn.),http://id.loc.gov/authorities/names/n82063401,Jackson (Tenn.),,,,,,,eng,,Bemis Mill #1,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,Public domain.,Mill #1 before the addition of Mill #2 in 1905.,reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0038_000050_000202_0001,0038_000050_000202_0001.jpeg,Cotton--Tennessee,lcsh,,,,,,,,,,,,,,,,,,,,,New South period and the industrialization of Tennessee,B.8,"Trade, Business and Industry",D.22,Architecture,D.2,,,,,Bemis (Tenn.),,,Madison County (Tenn.),http://id.loc.gov/authorities/names/n82063402,"35.61666N, 88.85000W",,,,,,,Bemis Bro. Bag Company,naf,http://id.loc.gov/authorities/names/n80051064,,,,,,,,,,Era 7 - The Emergence of Modern America (1890-1930),501,,Bemis Collection,,Jackson,Madison County,Tennessee,,"Union University (Jackson, Tenn.)",http://id.loc.gov/authorities/names/n2010055834,,2007-03-27,Memphis Public Library and Information Center,1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,Associated name,http://id.loc.gov/vocabulary/relators/asn,Bemis Bro. Bag Company,naf,http://id.loc.gov/authorities/names/n80051064,,,,,,,,,,,,1910,1910,,,,Bemis (Tenn.),http://id.loc.gov/authorities/names/n82063401,Jackson (Tenn.),,,,,,,eng,,Bemis Cotton Mill,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,Public domain.,"Bemis Cotton Mill looking north, ca. 1910.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0038_000050_000203_0001,0038_000050_000203_0001.jpeg,Cotton--Tennessee,lcsh,,,,,,,,,,,,,,,,,,,,,New South period and the industrialization of Tennessee,B.8,Architecture,D.2,"Trade, Business and Industry",D.22,,,,,Bemis (Tenn.),,,Madison County (Tenn.),http://id.loc.gov/authorities/names/n82063402,"35.61666N, 88.85000W",,,,,,,Bemis Bro. Bag Company,naf,http://id.loc.gov/authorities/names/n80051064,,,,,,,,,,Era 7 - The Emergence of Modern America (1890-1930),424,,Bemis Collection,,Jackson,Madison County,Tennessee,,"Union University (Jackson, Tenn.)",http://id.loc.gov/authorities/names/n2010055834,,2007-03-27,Memphis Public Library and Information Center,1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,Associated name,http://id.loc.gov/vocabulary/relators/asn,Bemis Bro. Bag Company,naf,http://id.loc.gov/authorities/names/n80051064,,,,,,,,,,,,1910,1910,,,,Bemis (Tenn.),http://id.loc.gov/authorities/names/n82063401,Jackson (Tenn.),,,,,,,eng,,Bemis Cotton Mill,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,Public domain.,"Bemis Cotton Mill, looking west with administration building in foreground.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0038_000050_000204_0001,0038_000050_000204_0001.jpeg,Cotton--Tennessee,lcsh,,,,,,,,,,,,,,,,,,,,,New South period and the industrialization of Tennessee,B.8,"Trade, Business and Industry",D.22,Architecture,D.2,,,,,Bemis (Tenn.),,,Madison County (Tenn.),http://id.loc.gov/authorities/names/n82063402,"35.61666N, 88.85000W",,,,,,,Bemis Bro. Bag Company,naf,http://id.loc.gov/authorities/names/n80051064,,,,,,,,,,Era 7 - The Emergence of Modern America (1890-1930),96,,Bemis Collection,,Jackson,Madison County,Tennessee,,"Union University (Jackson, Tenn.)",http://id.loc.gov/authorities/names/n2010055834,,2007-03-27,Memphis Public Library and Information Center,1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,Bemis Bro. Bag Company,naf,http://id.loc.gov/authorities/names/n80051064,,,,,,,,,,,,1905,1905,,,,Bemis (Tenn.),http://id.loc.gov/authorities/names/n82063401,Jackson (Tenn.),,,,,,,eng,,Construction of Bemis Cotton Mill,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,Public domain.,Construction of Bemis Cotton Mill.,reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
